2022-06-07,2405,8798,89956,204
2022-06-08,2405,8827,90267,204
2022-06-09,2404,8888,90567,204
2022-06-10,2406,8934,90852,204
2022-06-11,2405,8939,90993,204
2022-06-12,2408,8981,91123,204
2022-06-13,2410,8996,91358,204
2022-06-14,2413,9029,91552,204
2022-06-15,2418,9040,91750,204
2022-06-16,2421,9077,91928,204
2022-06-17,2422,9094,92263,205
2022-06-18,2424,9097,92452,205
2022-06-19,2424,9105,92558,205
2022-06-20,2425,9107,92707,205
2022-06-21,2428,9117,92851,205
2022-06-22,2429,9120,92968,205
2022-06-23,2430,9123,93213,205
2022-06-24,2431,9124,93345,205
2022-06-25,2432,9182,93451,205
2022-06-26,2436,9235,93961,205
2022-06-27,2448,9288,94436,205
