2022-06-07,2405
2022-06-08,2405
2022-06-09,2404
2022-06-10,2406
2022-06-11,2405
2022-06-12,2408
2022-06-13,2410
2022-06-14,2413
2022-06-15,2418
2022-06-16,2421
2022-06-17,2422
2022-06-18,2424
2022-06-19,2424
2022-06-20,2425
2022-06-21,2428
2022-06-22,2429
2022-06-23,2430
2022-06-24,2431
2022-06-25,2432
2022-06-26,2436
2022-06-27,2448
2022-06-28,2449
2022-06-29,2451
2022-06-30,2455
2022-07-01,2459
2022-07-02,2465
2022-07-03,2472
2022-07-04,2477
2022-07-05,2481
2022-07-06,2487
2022-07-07,2496
2022-07-08,2502
2022-07-09,2513
2022-07-10,2536
2022-07-11,2583
2022-07-12,2683
2022-07-13,2892
2022-07-14,3211
2022-07-15,3634
2022-07-16,4226
2022-07-17,4865
2022-07-18,5094
2022-07-19,5256
2022-07-20,5383
2022-07-21,5487
2022-07-22,5609
2022-07-23,5675
2022-07-24,5684
2022-07-25,5686
2022-07-26,5685
2022-07-27,5683
2022-07-28,5691
2022-07-29,5692
2022-07-30,5696
2022-07-31,5702
2022-08-01,5703
2022-08-02,5706
2022-08-03,5708
2022-08-04,5711
2022-08-05,5711
2022-08-06,5723
2022-08-07,5724
2022-08-08,5730
2022-08-09,5728
2022-08-10,5727
2022-08-11,5731
2022-08-12,5728
2022-08-13,5730
2022-08-14,5729
2022-08-15,5731
2022-08-16,5735
2022-08-17,5737
2022-08-18,5741
2022-08-19,5742
2022-08-20,5748
2022-08-21,5757
2022-08-22,5757
2022-08-23,5762
2022-08-24,5762
2022-08-25,5764
2022-10-01,5982
2022-10-02,5986
2022-10-03,5994
2022-10-04,6003
2022-10-05,6008
2022-10-06,6013
2022-10-07,6018
2022-10-08,6022
2022-10-09,6024
2022-10-10,6028
2022-10-11,6034
2022-10-12,6039
2022-10-13,6043
2022-10-14,6044
2022-10-15,6049
2022-10-16,6056
2022-10-17,6059
2022-10-18,6062
2022-10-19,6063
2022-10-20,6066
2022-10-21,6070
2022-10-22,6070
2022-10-23,6073
2022-10-24,6072
2022-10-25,6076
2022-10-26,6078
2022-10-27,6079
2022-10-28,6086
2022-10-29,6082
2022-10-30,6082
2022-10-31,6084
2022-11-01,6086
2022-11-02,6087
2022-11-03,6087
2022-11-04,6093
2022-11-05,6094
2022-11-06,6097
2022-11-07,6098
2022-11-08,6103
2022-11-09,6120
2022-11-10,6128
2022-11-11,6136
2022-11-12,6158
2022-11-13,6174
2022-11-14,6186
2022-11-15,6198
2022-11-16,6209
2022-11-17,6217
2022-11-18,6227
2022-11-19,6235
2022-11-20,6248
2022-11-21,6252
2022-11-22,6254
2022-11-23,6262
2022-11-24,6271
2022-11-25,6276
2022-11-26,6290
2022-11-27,6291
2022-11-28,6295
2022-11-29,6300
2022-11-30,6304
2022-12-01,6304
2022-12-02,6306
2022-12-03,6308
2022-12-04,6316
2022-12-05,6318
2022-12-06,6319
2022-12-07,6322
2022-12-08,6323
2022-12-09,6324
2022-12-10,6323
2022-12-11,6326
2022-12-12,6326
2022-12-13,6323
2022-12-14,6324
2022-12-15,6325
2022-12-16,6324
2022-12-17,6324
2022-12-18,6323
2022-12-19,6319
2022-12-20,6318
2022-12-21,6318
2022-12-22,6316
2022-12-23,6314
2022-12-24,6312
2022-12-25,6314
2022-12-26,6312
2022-12-27,6313
2022-12-28,6313
2022-12-29,6313
2022-12-30,6318
2022-12-31,6317
2023-01-01,6317
