2022-06-22,1641893
2022-06-23,1641521
2022-06-24,1641571
2022-06-25,1641736
2022-06-26,1641850
2022-06-27,1642032
2022-06-28,1642266
2022-06-29,1642089
2022-06-30,1642256
2022-07-01,1642721
2022-07-02,1643052
2022-07-03,1643276
2022-07-04,1643218
2022-07-05,1643241
2022-07-06,1643081
2022-07-07,1642704
2022-07-08,1641312
2022-07-09,1639487
2022-07-10,1639763
2022-07-11,1640037
2022-07-12,1640338
2022-07-13,1640503
2022-07-14,1640506
2022-07-15,1640667
2022-07-16,1641050
2022-07-17,1641409
2022-07-18,1641536
2022-07-19,1641889
2022-07-20,1642037
2022-07-21,1642202
2022-07-22,1642781
2022-07-23,1643395
2022-07-24,1644294
2022-07-25,1644882
2022-07-26,1645461
2022-07-27,1645882
2022-07-28,1646587
2022-07-29,1646818
2022-07-30,1647287
2022-07-31,1647176
2022-08-01,1647609
2022-08-02,1648151
2022-08-03,1648484
2022-08-04,1649543
2022-08-05,1649797
2022-08-06,1650236
2022-08-07,1650691
2022-08-08,1651168
2022-08-09,1651709
2022-08-10,1652405
2022-08-11,1652788
2022-08-12,1653226
2022-08-13,1653784
2022-08-14,1654154
2022-08-15,1654598
2022-08-16,1654959
2022-08-17,1655128
2022-08-18,1655453
2022-08-19,1655705
2022-08-20,1655890
2022-08-21,1655900
2022-08-22,1656436
2022-08-23,1656865
2022-08-24,1657426
2022-08-25,1657874
2022-10-01,1670307
2022-10-02,1671470
2022-10-03,1672227
2022-10-04,1672816
2022-10-05,1673213
2022-10-06,1673618
2022-10-07,1674089
2022-10-08,1674668
2022-10-09,1675091
2022-10-10,1675168
2022-10-11,1675323
2022-10-12,1675587
2022-10-13,1675916
2022-10-14,1675918
2022-10-15,1676194
2022-10-16,1676334
2022-10-17,1676567
2022-10-18,1676558
2022-10-19,1677028
2022-10-20,1677180
2022-10-21,1677612
